wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q107143876,dhr. Ursell M. Arends,Ursell Arends,male,1980-08-29,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2022-07-05,Q109684495,"Minister van Transport, Integriteit, Natuur en Ouderenzaken",2021-08-09,Q107143876-8A9B7488-98CC-4F6F-8CE0-420A019BA8A5
Q107958842,dhr. Rocco G. Tjon,Rocco Tjon,male,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684524,Minister van Justitie en Sociale Zaken,2021-08-09,Q107958842-833B96C0-FDBB-4F3B-BE23-20724524077D
Q109684418,dhr. mr. Geoffrey B. Wever,Geoffrey B. Wever,male,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684416,"Minister van Economische Zaken, Communicatie, Duurzame Ontwikkeling",2021-08-09,Q109684418-BFFC0C9B-C248-45E1-958F-F275025F582D
Q109684582,dhr. Glenbert F. Croes,Glenbert Croes,male,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2022-07-05,Q109684575,"Minister van Arbeid, Energie en Integratie",2021-08-09,Q109684582-F8931766-72AC-4753-BFE0-2A6FFAA1FF4A
Q109684647,dhr. Endy J. H. Croes,Endy Croes,male,1968-01-01,9,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684619,Minister van Onderwijs en Sport,2021-09-20,Q109684647-D18FEF61-09C4-49DA-A70A-044A3E176820
Q109684946,mw. Grace Mary Koolman,Grace Mary Koolman,female,,,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684943,Secretaris Ministerraad,2021-08-09,Q109684946-31EE091F-ECD0-4B85-8A8A-596A7B603955
Q110780132,dhr. Juan E. Thijsen,Ady Thijsen,male,1958-11-08,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2022-07-16,Q1956567,wnd.Gevolmachtigde Minister van Aruba in Nederland,2022-07-01,Q110780132-ECF5331E-DFF4-4881-91DC-DE9BAFCFA81E
Q23038687,mw. Xiomara J. Maduro,Xiomara Ruiz-Maduro,female,1974-12-24,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684405,Minister van Minister van Financiën en Cultuur,2021-08-09,Q23038687-E373B30E-4819-4ACE-9802-0A4E4D53C9C0
Q23038705,mw. mr. Evelyna C. Wever-Croes,Evelyn Wever-Croes,female,1966-12-05,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q1288478,Minister-President,2017-11-17,Q23038705-25ca245d-41c3-ff73-7f0b-534d5eafc7cb
Q23038705,mw. mr. Evelyna C. Wever-Croes,Evelyn Wever-Croes,female,1966-12-05,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684262,"Minister van Algemene Zaken, Innovatie, Overheidsorganisatie, Infrastructuur en Ruimtelijke ordening",2021-08-09,Q23038705-67C439C2-11B3-45FB-B212-D3101CB226FA
Q60733815,dhr. Danguillaume P. Oduber,Dangui Oduber,male,1978-07-13,11,https://www.overheid.aw/bestuur-organisatie/samenstelling_3395/,2021-11-23,Q109684699,Minister van Volksgezondheid en Toerisme,2021-08-09,Q60733815-A5B8DFB2-725C-496E-9790-AA9ABF522BC4
